employee_id,age,years_experience,weekly_work_hours,meetings_per_week,emails_sent_per_day,projects_handled,remote_days_per_month,sleep_hours,stress_level,exercise_hours_week,sick_leaves_year,productivity_score,burnout_risk_score
268,56,1,46,17,159,7,17,8.160265231113115,6,5.797664574342731,6,76.06543701109435,47.62550865754714
269,46,8,64,27,76,5,3,8.597472836562273,7,6.189351627634338,1,94.14453672880325,30.6690345482003
270,50,8,40,18,143,8,7,5.824567815827703,8,2.828859097863652,11,50.03018831194559,42.347782735816395
271,39,39,50,14,36,6,14,8.869762086669121,7,8.948692007055199,13,39.32680005366667,21.926231098387603
272,39,16,55,14,19,5,2,5.763500563029602,6,0.24206044422529827,15,64.38935335993256,49.35465913024933
273,23,0,33,3,82,9,14,6.677958159919367,9,3.4860246944284565,10,83.69487587470962,55.85794502664628
274,56,24,63,6,105,2,12,8.362111162084805,3,7.21800421549856,19,20.301415564042642,40.21777555284705
275,37,39,47,12,57,1,8,8.157521375348733,6,0.8008950967116124,8,70.51019491163433,63.00601695485733
276,62,24,69,2,79,8,1,9.9242108338732,4,1.8316952742829262,9,67.72128005589047,32.92992348428196
277,57,38,64,15,196,3,7,5.350966145295591,2,5.892857278628512,16,45.452174864332804,30.825311547876808
278,54,34,58,8,109,7,19,7.973907481237494,1,5.59993671463558,11,56.113840288397625,41.097221882684856
279,25,2,58,7,68,8,16,7.658091449654664,1,7.38928296130955,5,39.75705793294567,0.0
280,54,36,67,19,11,6,12,9.49059072694018,3,8.12612639088172,18,83.19085903614743,37.23793058923784
281,35,29,50,12,166,9,0,4.93817284986925,4,1.2857957851166912,10,70.76279466928861,48.16707453470766
282,42,37,42,16,74,7,1,8.510788981521598,2,0.18380989775242051,8,62.61692976311882,0.0
283,41,33,46,16,92,5,14,7.40961169761261,1,6.896385196589061,5,51.40209587342618,33.665626275929405
284,29,11,38,16,163,8,11,5.6479952187274325,4,3.013917957663592,15,43.31075088165857,53.4666520329554
285,28,18,30,0,19,2,13,6.846609484883045,7,6.259839139179536,19,85.81891888347451,47.01525276714217
286,24,36,31,7,62,7,1,6.0026595824187865,6,1.505445880622247,15,56.112613634685516,30.64515617555021
287,38,16,58,18,88,4,17,7.4758804167307655,6,4.690400466659629,5,60.11579358733382,43.78498746747073
288,54,9,62,5,68,9,21,9.334003664887994,9,5.044247460634369,4,61.66629844325933,59.62740962036945
289,33,11,39,2,159,1,6,7.415829906473212,2,5.850778163732161,3,55.86935483452612,21.99128583419194
290,43,15,69,26,188,7,5,7.7903345099595045,4,5.131700163305643,1,40.4870740990739,31.95076757030732
291,43,23,50,4,57,6,13,7.112487082688257,5,4.956907702287139,5,29.62723521944416,48.327919050525274
292,51,18,57,12,158,8,7,4.306993038672855,1,3.3273415398385553,8,27.882981373419256,54.23956396818649
293,59,7,40,14,132,5,21,5.397151341256565,8,0.7118023631808623,16,80.59700186725509,0.0
294,59,30,63,13,31,1,1,6.952010376592496,8,0.8952019679684231,13,37.882225784120905,26.93286313618766
295,29,20,37,28,109,1,16,5.861411702468229,6,4.337782744071537,6,24.453825196318046,42.582029534203095
296,48,16,51,22,107,9,4,5.090581586567165,5,3.5579312782099306,18,83.80139253567089,38.68665828739826
297,48,22,37,15,167,6,13,7.02479705151063,8,5.161348046744978,0,32.324932228851836,0.0
298,55,36,44,17,34,5,19,5.936858760687102,3,3.0483816925626694,19,70.01168733866832,28.951433547992604
299,42,15,46,21,37,1,20,5.548645859040488,3,6.879100914553243,14,47.091461715829055,46.43843166336416
300,51,5,52,28,122,6,20,6.783912504642284,2,8.639548220095106,17,30.118420535304757,32.029509854634256
301,54,7,53,21,54,6,21,4.799705548493039,5,2.988631887868677,2,53.15847834034879,70.25366491617864
302,49,24,48,10,77,3,2,9.566474398452444,3,1.929840079390286,17,21.18470889061001,0.49541276819751356
303,54,17,34,2,16,8,4,9.206212587515434,3,1.1618057425408912,1,87.28359860100483,48.542548360977754
304,26,24,61,21,58,1,15,8.245723514443211,6,6.162540405708125,9,61.07983690734858,32.96460011169102
305,40,11,30,9,146,1,17,4.637282965530737,8,4.438559911405694,10,31.132800872636945,0.0
306,25,14,52,9,173,6,16,8.655263526818159,2,1.8801571719628896,2,38.95842547111877,11.213776461267921
307,56,25,66,29,92,1,10,8.847743968654115,4,6.531367332918554,6,55.838015371082136,44.02550048258754
308,38,25,37,20,138,6,16,8.606587706286026,7,1.484831830052844,7,35.10955062524389,7.947268994328478
309,49,31,42,15,147,1,15,4.683795322715447,1,5.5430070584795255,18,41.48793292008687,49.86605930370062
310,51,9,37,11,173,6,1,7.8634477424065885,1,5.271483816252647,17,62.750845138821056,0.0
311,50,15,52,1,82,3,3,9.005948774496392,7,7.3422780118608335,12,86.60872104307084,10.757260648344525
312,27,6,30,8,55,8,20,7.464120407318006,7,0.5510963994066675,12,52.14717485519366,17.97038333205809
313,56,16,53,23,115,6,6,7.878444251368534,1,8.878729318513303,18,77.35802188428386,19.6359105421629
314,62,22,64,2,169,1,1,6.750180876557837,1,7.029917261468195,11,90.13473707685188,50.375769663629725
315,58,25,53,23,41,5,5,7.172243919304316,4,2.1612599834876223,16,37.30407522369296,63.667478222576406
316,45,20,46,29,15,8,16,4.206261150110351,5,1.8340534860973967,11,84.57535763217281,38.911390404526315
317,50,21,34,24,185,3,6,7.833778131839708,5,4.316602141437834,12,80.5921758664822,31.75050600937191
318,52,6,49,29,175,6,4,4.488683277346955,4,8.175653295445969,11,48.5549838358508,48.551398147274305
319,56,13,50,14,154,5,4,6.61008756604134,8,8.42949993139107,18,99.16159676006937,32.50559569749699
320,54,14,69,2,83,6,19,5.755930586004447,7,5.20456092139383,13,41.00578971487656,53.31697702299
321,42,6,60,18,123,1,15,7.272567701270279,9,8.608108626867374,6,40.38426128253565,39.69928004739645
322,53,8,65,17,36,7,18,4.800498013139243,7,0.05443709191690571,12,81.78073317225582,50.59241969388702
323,44,7,40,7,63,9,8,8.14986041183991,1,0.3517463153159661,5,54.77258544408674,11.426367231552797
324,54,22,44,25,187,2,4,8.770069221570822,7,9.118215936367427,18,46.46359958248346,32.14225897857556
325,24,28,48,16,172,5,7,4.980126698458939,1,7.753319298859161,18,34.29302442712824,50.92199952471435
326,39,17,36,7,94,4,8,4.625878524111293,7,4.507060582503857,3,81.22659447476352,29.004075391113663
327,46,30,57,6,136,6,4,4.873092896724155,8,7.536101314779872,18,82.90574449088616,14.457106930569795
328,63,29,34,29,162,6,9,9.26276537139101,9,9.556394617234217,8,65.32512025841123,22.3434323198587
329,52,38,34,6,165,2,1,7.1691355705381365,3,7.720895238812851,15,96.58508905530982,50.0528255069546
330,24,34,59,2,120,2,8,6.803565976045015,4,8.42371333818322,3,45.45306163381234,0.0
331,61,17,61,0,24,4,10,4.640270914614126,4,7.606065813900617,5,37.56952363834698,0.0
332,45,38,37,3,141,1,3,7.897336040541771,9,1.682110924335416,7,74.19734151475694,43.557274049158
333,53,16,39,24,102,9,21,9.20799755137054,7,8.335741096457367,15,80.67269126397638,37.19745372237478
334,43,13,67,4,132,7,21,8.969115215940718,3,1.9510882002421004,4,37.992477644145794,60.7311955822511
335,44,30,61,0,82,7,21,7.756328253884808,5,8.92611328044147,9,26.128861140889057,10.47433164183893
336,23,23,57,14,164,3,1,4.451672299910042,7,4.5864989808107595,12,84.84131892690976,32.001896809969466
337,48,34,46,4,163,3,5,4.674382163056078,8,6.769767523110285,13,98.12015789168099,11.597946650699717
338,63,33,60,12,156,1,13,4.295853922658948,1,4.972408478806435,6,71.57378288578275,34.061818739373116
339,23,2,37,7,101,3,0,5.544875298954816,2,0.9399092941660203,19,42.22935201151153,54.49248597047946
340,47,36,69,7,26,3,17,4.8139688029622665,7,2.907223076206651,5,99.73380868422336,43.31206751705247
341,38,39,54,4,52,4,6,5.560288241514604,2,9.83731853997006,6,91.4613309013662,0.0
342,61,25,38,27,130,4,0,6.31034833431377,7,9.607147516698173,4,61.07045170242351,0.0
343,54,22,31,8,50,3,0,9.657896704426815,9,3.2048689765554728,17,86.0257027873467,33.2859218141878
344,30,38,44,0,179,8,0,7.662256358690152,2,9.962968042452259,11,85.26564186103735,10.325649266552341
345,64,14,32,3,187,8,3,9.009842714097774,7,8.455511954968996,5,94.78391757387996,16.579192652014573
346,60,3,65,2,177,1,3,8.262109004273993,4,6.109594994322547,0,87.2739075018768,0.0
347,50,28,33,1,48,7,17,4.675018783159791,2,0.4012462026100949,3,71.49433887657315,0.0
348,63,21,43,7,122,2,10,8.415522438243693,7,9.014468295383795,18,68.74429751652059,19.06363880667119
349,47,24,54,22,160,1,0,5.650593289354747,5,5.574292792643197,11,57.38858306652894,30.554578783309818
350,56,12,39,8,120,3,9,7.834647081968238,1,8.684761512027695,14,70.11885119766059,53.66694112453082
351,46,17,50,1,189,4,8,6.045771841857931,5,8.344291199057423,2,83.61732692243062,31.280885735126084
352,45,32,65,13,56,6,3,9.986033579587955,3,8.33006215201086,19,97.52301010420426,33.49636846223006
353,34,15,41,13,72,5,5,5.581308876980667,7,6.981738607149051,7,57.38298865456961,47.64046354633372
354,28,1,56,3,119,4,15,5.674782824645618,6,2.9141513867604862,10,65.89225623910056,17.695601024406656
355,57,34,69,29,78,8,1,9.58403353337439,8,3.3616025774451987,15,55.58443960470254,42.000409163641244
356,41,33,31,5,52,4,17,4.147866427817936,5,3.084692125826863,8,73.47908967867232,15.409897534523346
357,22,29,42,10,185,2,9,8.180133927239181,2,0.20045999532564696,2,70.39364032490076,32.48754345506537
358,29,12,61,2,43,3,16,8.35195834441527,9,5.825689092148112,4,21.426703215489866,59.141273574361044
359,37,12,60,7,49,6,12,9.018271464462396,8,6.988336704460329,19,63.292924728052675,20.188959733554523
360,35,17,45,2,70,8,17,9.846635863830851,6,8.538659935252035,13,27.078951655921124,0.04846255895348578
361,33,31,61,13,187,8,21,9.853611514939914,7,1.4016543338273035,14,22.110689440443068,0.0
362,44,31,61,27,71,9,12,4.391660545398784,9,5.441831489768018,5,83.29577296677586,0.0
363,36,34,63,12,67,7,16,8.931035936517414,7,0.0800814067378286,3,40.69198897274404,0.0
364,49,38,40,12,170,2,4,7.877859601944288,3,0.9509364771072948,7,47.25240618298394,0.0
365,55,28,39,1,84,8,10,7.884052806238547,6,0.5421174420599306,18,25.126767008325295,18.250701715386384
366,23,28,44,12,25,7,6,4.770099559688169,7,7.25478034015487,4,34.36002083954805,65.14368390655407
367,53,15,46,28,91,8,9,7.9011229986739195,2,0.8105956387760316,12,81.24838546062338,41.64795928709898
368,44,9,69,18,103,3,16,9.894895483607486,3,7.1645298155879,15,59.482466418609675,52.10758762549494
369,43,29,47,26,57,7,14,9.470911417236682,4,2.496247044105834,0,90.45347700401187,36.31746945423123
370,46,24,38,5,147,9,17,6.634783964829103,6,8.777129606969394,12,51.77937051734681,47.231445951889214
371,43,38,54,15,91,3,21,4.2396878397165665,1,8.131499883638142,10,41.496058860341456,25.942548178358933
372,43,19,69,1,47,6,18,6.1737609400012285,9,9.578302174752766,7,47.80798515669208,33.33325401489416
373,63,4,43,7,136,2,1,8.95834186960333,5,8.83762015458032,7,77.02174348135236,0.0
374,27,0,54,16,28,2,3,8.208994608790995,7,9.333294191163473,13,64.40045378675889,47.77094145322682
375,36,29,51,22,173,5,2,6.756061933563738,9,8.587423965133077,12,92.33529660419423,0.0
376,64,2,59,1,196,5,6,4.330609210952987,9,6.933819006148553,2,68.17350155111066,31.679788586527657
377,58,13,49,9,72,7,17,6.561368366939815,1,1.7025915212543596,3,59.441456678520254,12.010456836627329
378,54,29,50,27,86,2,9,6.814149638307301,1,2.7170751885409294,19,82.86021791093863,42.92474794506798
379,29,3,61,15,183,7,6,9.571333197364815,3,2.127269661302731,14,95.80270805867562,61.133715366868074
380,26,17,50,5,140,5,7,7.846516621492957,6,6.035857876582056,14,48.467672899597645,32.2784367309507
381,60,36,64,27,111,6,5,5.869917499927894,2,5.036199379736014,12,39.99009681323821,0.0
382,25,24,61,1,74,8,21,7.1519095867043285,1,8.670799971584236,8,69.29739170353113,18.54331185943542
383,27,0,59,1,129,4,0,4.39633184693296,1,9.526728664990756,9,59.90982569231048,56.77267233417168
384,53,14,68,25,100,7,3,9.835409413898422,5,4.048598896181444,11,99.13484598918268,26.324160202918378
385,51,8,41,12,17,6,13,6.160359411584356,4,5.063505532808124,13,56.98894273181867,30.46790943796575
386,56,14,47,23,188,2,16,6.867204129478814,1,9.715163568041392,0,25.946524108827667,45.892849727043256
387,61,23,50,14,82,8,19,6.131703845421535,4,2.7623894162314357,13,98.18952486221087,50.87057504275948
388,37,3,42,27,143,9,17,8.095070380697202,3,7.923907753588137,13,87.4869556474832,24.394776344868678
389,34,11,50,1,116,5,10,7.973392949977558,2,2.2523990233524627,7,34.260011516637064,23.92946448296346
390,63,36,37,6,98,4,20,8.291933863174814,9,6.81460115425272,15,92.36842024902954,52.88923853399096
391,51,36,69,2,48,6,13,5.608859377671525,1,2.5361562763856416,13,47.253345665739566,28.34615015284582
392,40,5,36,7,122,8,8,5.894010886984396,7,8.837333888313868,0,50.16895876275556,30.02336111731438
393,38,38,52,22,197,3,14,4.751507386577248,4,5.614779437366768,15,92.51131858897274,20.718304786055597
394,40,23,61,13,37,1,11,7.933059831076676,5,1.8593364087438458,17,62.409245202825225,59.491021682619994
395,49,10,40,23,106,4,9,4.238782764013916,5,2.2436917569848602,6,31.02103435188157,38.08606319473526
396,47,12,51,29,191,4,18,7.586094013140754,1,4.938491957081003,14,49.524492747344325,24.551886029332273
397,58,33,51,22,46,1,18,9.218175309109803,6,9.616020255748788,16,77.76779570143046,39.26347845224762
398,47,24,54,26,146,9,5,9.344992889737801,9,7.6964216388365445,18,33.934735045441336,13.108365567286839
399,44,6,51,21,91,3,19,6.69422656221977,2,4.883096428258451,12,67.2184957925087,46.81205788447473
400,30,3,57,28,65,5,5,6.755822129278442,7,3.377191445622171,8,75.62193063555335,0.0
401,33,7,58,6,196,6,7,4.461815098048104,6,5.492684933484426,14,47.50828604340634,27.773289099692395
402,22,19,42,20,94,8,0,8.024590152658215,5,7.483608334286197,2,75.5104550966658,0.0
403,22,28,47,6,11,6,21,8.927556522237072,4,7.839285884528,0,90.7365881463455,17.278821316453257
404,55,9,31,0,198,3,16,5.467930327628278,4,3.2460879809694463,15,57.769339538659274,28.72343106800378
405,53,33,58,16,67,6,16,6.527805289800188,6,7.211592682138772,7,50.63274625438285,21.99100298574256
406,46,25,50,8,116,1,14,9.033036020591622,4,6.577887800361861,12,40.09267210866285,34.057261991679766
407,61,2,44,29,132,4,6,9.262722805973727,5,9.591122919962938,7,68.33643838906434,0.0
408,22,5,56,20,197,6,18,5.459079881585356,6,9.310902905080148,16,90.38816384309727,0.0
409,37,4,60,12,177,7,21,7.303423807248185,5,7.893793256035771,13,45.97290137481552,65.5919416578066
410,60,4,44,20,173,3,2,5.154958903814962,7,7.233946888549284,6,51.698841962984275,43.29756908839781
411,26,22,52,18,123,9,21,4.611272584837339,9,2.7404158970427583,14,52.53004140399871,80.02377651554752
412,43,8,53,20,116,7,10,9.466723008351746,7,8.459652560985333,15,64.86498734220137,15.36864966772955
413,50,34,42,18,46,1,19,8.923045025392655,7,4.275057037133662,18,38.27271692539509,40.264251113704674
414,24,19,51,24,88,2,18,8.560209410819043,4,2.7224054250604466,5,85.77689242461634,49.99620153084084
415,33,34,66,24,101,1,8,4.2925979128788425,1,3.841607579534625,0,43.6481822003377,45.53670376566944
416,47,17,62,21,27,9,9,9.062372756261546,8,8.35935490016508,11,76.42901527173456,14.017963575500838
417,37,16,32,16,107,9,1,6.628264455432302,4,1.48633215577885,17,61.05725934236416,32.175789692305976
418,58,23,48,22,72,7,0,6.054370739775158,1,4.561587411198225,15,66.87180826822055,47.04843973580748
419,43,2,52,22,159,3,15,7.278858166152259,5,4.923575945294897,11,34.36869910618423,47.25258538783493
420,50,31,58,29,148,5,17,4.548119456341335,8,0.366296975988194,19,78.80185585425365,54.538975196287616
421,35,34,59,9,195,4,16,8.539879296114393,4,1.9574602954816533,12,35.08964152341049,0.0
422,49,37,68,9,194,7,5,7.494610461329775,8,8.267424285758565,7,29.07789101019513,53.0473413833023
423,26,12,54,3,13,9,13,5.119540581239005,8,8.307673885947606,0,63.734359991102956,33.53846066006233
424,51,24,66,7,144,2,14,5.129393198614274,3,2.92415083884248,6,76.74377095341322,24.196071341748734
425,26,8,37,21,70,8,13,5.105491909436045,9,8.748972345979261,14,24.00286691478054,41.29380650059246
426,33,3,45,19,116,9,21,4.342014325311604,3,7.7178293906834785,12,25.551625195243368,27.877571305731404
427,37,13,37,19,63,9,2,7.526790696230108,1,4.1790748379540945,12,84.21433301647352,32.91017743495999
428,47,36,30,17,97,7,18,9.042089065531048,2,7.484063444050379,8,84.72261596058657,42.29366169540049
429,47,33,34,13,77,9,11,4.104989283924332,6,9.613346311948062,14,39.6243773647265,42.686560716307575
430,42,10,32,17,138,9,1,4.294027869827641,2,4.589697180653488,3,69.21825622401627,56.919068783103356
431,60,2,30,27,64,3,2,7.436621660121675,6,2.3842717895348366,12,55.45440601157276,0.0
432,57,27,33,13,12,4,17,8.916974112316314,1,9.418165000501558,11,70.61568331228104,0.0
433,54,28,69,19,175,2,0,5.960433343411801,1,6.037442885632565,4,89.030342727938,67.56044273061292
434,51,8,64,20,130,3,19,6.097686392846333,5,1.0526516248042528,6,26.38851396658052,0.0
435,58,2,61,23,138,5,20,7.578078984980656,9,5.726828158566894,7,82.23875407907634,77.5087752844468
436,44,24,63,14,111,5,5,5.645277334744882,8,5.005808894482987,4,59.442328361683145,34.31952959272572
437,31,33,54,21,47,6,4,4.159650196466105,3,8.555888940755633,8,65.13015550095972,32.01247752168732
438,26,11,39,29,94,7,0,8.411371108609575,3,5.306951897635214,13,72.31450880136961,40.263653587267875
439,57,8,50,3,166,7,18,7.7538994776487185,1,2.5523243434428347,11,93.80985193032859,0.0
440,55,14,68,12,142,1,0,7.484535994333955,3,6.756440638648885,3,24.537596284139028,27.238609383797797
441,52,39,56,26,101,2,20,8.450104773950939,1,5.425754525355801,19,22.358108169955813,42.885544689003375
442,31,24,56,22,30,9,20,8.051385025372225,8,2.3304462826687242,7,34.260942519101874,47.87421385388662
443,40,4,31,7,118,2,15,5.235291929069927,1,5.7362785794290785,16,98.91581808213891,23.13134144991237
444,53,10,42,17,56,6,11,6.114886281660107,5,8.21535577889686,7,77.20610939022205,0.0
445,22,33,38,11,93,1,21,4.75666085007175,9,0.28570917724010436,0,69.17128952436016,58.4580215070444
446,26,23,65,22,92,3,7,4.779142080507286,7,6.308510386451117,19,23.763124273179834,39.56675261480299
447,25,14,51,13,44,2,15,8.057174478139235,4,3.4958519578439207,1,90.32881791143718,43.716148991421306
448,37,37,55,1,78,3,0,9.151600641894989,9,2.9267144575942416,3,85.02054826377277,24.538635524848083
449,45,7,41,17,138,5,3,9.776395503166835,9,3.9258775036111127,0,73.18400350936679,22.275768023849093
450,37,4,46,23,149,6,9,7.770082705296666,2,3.4202266424798164,6,47.13046523877622,51.42837629258268
451,23,25,43,1,197,9,10,5.104607940165742,6,8.322391067084416,0,25.640396445460585,45.62228347909769
452,49,17,43,10,36,4,16,4.6339020726935845,4,2.7479781076790055,8,66.4030790320738,14.264704088971177
453,53,5,63,8,65,7,6,8.877105829220547,8,7.331530231065853,2,77.575565716867,30.562335820244773
454,48,36,49,11,32,6,11,7.472538858159996,7,0.9405982022858872,11,27.539228038179793,48.77350627121151
455,41,12,40,16,162,2,20,7.709710126082319,7,9.513963724844155,18,70.70141278387968,0.0
456,45,27,45,14,30,8,6,8.688772532528255,9,6.223166372485518,14,42.90928543097269,42.97796597395313
457,33,4,60,24,70,7,11,8.219663366394709,5,7.067185770445601,15,81.13953769758494,38.27338071030207
458,56,12,35,16,72,7,14,9.00674951713658,6,2.98039332094451,9,63.16926804814696,29.113767784024045
459,54,16,48,25,131,8,1,4.337283432759271,1,4.120965687081146,5,30.322943024834935,40.23839369346205
460,54,39,66,28,61,1,13,8.485123820479028,6,2.2377838627097626,16,62.12155581865888,60.017096290010706
461,64,31,33,25,97,1,12,9.105116543932573,2,9.32536085802224,16,51.658949069337496,32.235941578605676
462,58,28,33,17,162,8,3,5.716810254749886,6,4.881044471013777,18,34.42847746253215,42.998086948293434
463,33,2,49,21,64,4,13,7.842683643959517,9,6.3044811565799,17,87.32125792496986,38.971306217032975
464,24,39,39,5,55,5,13,5.884972383021832,8,7.342720305307155,10,20.882275879930894,0.0
465,22,33,53,16,41,8,15,9.747826398894723,9,3.7110609109953896,6,44.97026215024847,31.568068129344717
466,54,39,64,22,64,5,6,4.200541434613022,8,7.201016545391412,9,21.007603053554142,65.66769673462919
467,61,26,55,23,105,4,18,7.4787570629977305,3,6.759924897563402,6,27.680555720492215,50.150719862985504
468,31,12,66,17,142,6,1,4.9990212822970905,8,7.056593338739465,4,43.76769753384649,0.0
469,64,32,67,7,45,5,9,8.273321231062951,6,4.892299002046129,11,24.341694831149887,0.0
470,50,5,50,8,119,7,17,5.055341700511972,6,3.829373822916171,15,67.7304425885713,51.30928176501487
471,34,23,69,5,186,7,16,5.412299571390145,6,2.2208218820898984,17,26.94903263889462,56.446195360534695
472,33,18,68,4,115,4,4,6.9662248662745485,3,8.24626352800893,2,76.13709072528762,43.77041455225617
473,52,15,50,11,67,5,11,9.489009699981269,1,6.083500465316787,19,24.211369010172888,10.362853009079007
474,23,39,39,24,48,3,5,5.270286232887825,4,4.44352196097495,14,24.744711584087746,21.908501128588327
475,56,27,67,28,89,4,21,4.865440126708621,6,9.439959067106114,4,44.42607192266131,63.34936176654202
476,44,32,33,27,106,4,8,8.553860991124184,2,0.4783881250703881,12,91.7257219975422,0.0
477,38,12,49,10,122,3,19,7.003717194003586,7,8.501719452050477,18,71.31145989786532,12.716170477288706
478,47,24,46,24,70,5,0,9.470710674290629,7,9.975825929459724,11,81.61050335431355,27.38099533514375
479,29,35,36,0,146,5,21,4.879687342959054,4,8.869421108828673,4,31.324168758168483,0.0
480,50,26,33,10,15,7,14,7.875567358138236,4,8.104365856156253,5,86.73003465977968,0.0
481,47,37,58,18,118,4,20,5.39727487691089,1,3.7430599340632464,6,20.651699855538812,26.613685002473854
482,31,6,43,8,44,4,5,4.940562571909836,2,2.313141822622935,9,37.04458805864049,39.15249641569551
483,47,4,32,26,48,9,18,8.100576490943624,9,7.348505204996011,15,69.28738569199948,22.391473726771697
484,55,30,53,1,159,6,17,7.562107719452399,8,3.045753662885684,7,50.01971268752403,43.18612955566655
485,62,22,66,11,178,4,5,8.528964750173987,8,1.7603968215497068,8,98.73547133748508,0.0
486,28,9,45,3,127,2,12,5.856775458677094,9,7.865258871035913,3,22.42713974546546,25.250838069572854
487,25,31,33,3,14,6,0,6.68782993829314,7,3.125436522367222,7,99.88785343492346,0.0
488,32,29,53,17,179,2,12,6.43283005798251,9,9.144417294873383,6,69.89022662890528,33.951565715257594
489,50,38,63,14,96,5,6,9.904536783799085,2,8.406326448191253,14,64.69655956768773,30.67781121340812
490,57,30,59,18,85,6,14,5.753493740436327,6,8.476403295092553,2,24.76099540511795,41.22686414055804
491,46,17,47,12,167,4,11,5.768903430080601,3,7.715697260558262,16,41.866310133271256,74.97001715122838
492,42,35,48,18,66,3,0,6.127289252971645,6,8.808814237747367,10,93.97301506332765,58.91662451253721
493,57,1,60,16,136,7,14,7.387564487741929,3,8.0574689217812,8,48.33968025513954,11.609587049305501
494,31,13,48,5,38,2,3,5.513936465582471,8,6.025113635747287,4,72.93225603738009,0.0
495,58,12,48,15,174,6,12,9.491739642275643,4,2.9582271858186315,9,99.95970803349773,20.544564835363044
496,30,28,51,23,96,4,4,5.594113389197581,6,8.88209193214149,14,41.0455771066833,0.0
497,45,11,53,11,150,6,1,9.374894389361168,9,8.406036227731919,13,66.08647032115951,11.38128308702814
498,56,38,41,18,169,4,0,4.620850381879508,2,4.728793222105451,3,75.71502341617705,36.643584452774036
499,56,1,59,4,55,4,15,7.939376214397914,2,0.3907868600195519,19,33.17017972523321,28.265459143811043
500,57,31,67,16,125,4,5,9.441913110629462,7,6.385437274019134,1,31.893805095694567,23.59787495241774
501,39,12,60,25,121,9,15,5.012496630389377,2,0.5059685367658173,11,56.50463293265386,79.26989954365268
502,60,26,65,22,160,7,13,9.809961760595531,2,9.262799618484072,0,50.86500174074315,19.349131668631895
503,53,16,48,25,54,3,2,6.71730016249307,4,9.61631256625307,19,77.1372349485851,26.842921110316233
504,45,39,65,28,154,3,14,9.674290650646146,9,1.8949014589960422,4,25.5607017158869,54.09121921927782
505,44,30,59,0,113,6,2,8.060920261780282,8,6.7638937805490995,5,97.77332989925523,30.08587848388399
506,53,33,62,27,94,6,1,5.80952121924131,2,0.9226900456276277,10,21.14215853486659,29.86840424949355
507,58,23,47,26,143,4,0,5.1298151495026385,8,7.295169285731221,7,68.1053459468921,0.0
508,33,34,57,24,117,9,8,5.822410277350596,4,3.4728766615267457,6,65.01060766939106,74.60209898853832
509,34,5,40,23,27,4,8,4.55810445557605,2,6.810501117304453,3,30.77725846957806,30.372606389781556
510,44,18,62,22,103,9,6,4.863207798059978,7,3.7287650920217787,5,32.07327861708238,0.0
511,46,29,46,9,159,4,2,4.627962642078887,6,1.4556750983323574,15,83.41419902357015,52.477873259205744
512,56,6,35,14,42,2,17,6.537661262449347,5,4.061099805025579,19,91.00499667301465,30.65602972395149
513,62,9,33,22,167,2,10,8.773470257545519,1,1.1267352663479002,14,42.64135727070156,70.87450100488398
514,51,31,49,20,135,5,6,4.848301325298041,2,5.768832749769458,13,55.03711711700547,28.506959661086427
515,38,33,56,20,169,4,8,4.781922599034015,8,0.40951532149479775,11,48.39960328306829,78.4416389840709
516,41,27,44,10,179,7,0,7.860573697103985,1,5.273196795998597,11,25.80376103893215,0.0
517,46,14,35,12,131,5,13,5.183097891808398,3,8.86368647095541,15,73.85633968126476,26.40838925269519
518,43,29,43,4,147,6,19,4.58566022865395,2,8.378732701193627,14,86.01543478445521,34.90438730732554
519,34,36,40,0,124,4,5,5.001091469233466,5,8.827816996264968,12,44.390348591296565,18.97125645248369
520,40,28,68,23,173,2,6,9.542388375260657,4,9.220488021271073,10,99.21406349045746,24.5469180962321
521,57,21,38,11,171,9,9,8.928827516657144,7,1.0452788787569423,16,26.068124582588396,28.55596488556518
522,33,3,55,10,37,7,6,6.124387374130564,5,1.2874720287571306,14,72.94325710516168,0.0
523,62,19,45,16,20,4,1,7.934924603964356,8,5.570068063131286,13,55.85824116208712,0.0
524,40,31,34,3,176,3,3,7.223654042008229,4,8.939726684244292,9,55.72815208853247,31.173408265779518
525,33,35,39,14,56,3,20,8.062745580895385,6,9.743494565240308,11,56.61164928268322,25.5116151630715
526,30,3,32,24,136,9,16,8.096026914776555,4,0.4626191733999996,15,40.694541904114274,40.268930554851096
527,28,26,42,29,156,5,0,7.772404090359958,2,3.5577408420066012,14,77.2450261865786,42.220848565758885
528,49,16,59,8,127,3,9,5.5966082112238515,1,2.1289425465999345,9,77.72612208680215,39.74050526750365
529,35,11,35,20,152,5,18,4.234038524576909,1,7.559658489312481,3,42.59176880846616,0.0
530,52,21,46,19,135,2,14,6.733400691940653,8,6.40193868537032,8,86.82451686867601,37.156917163389075
531,40,16,48,18,165,4,9,9.345843308144223,4,1.1988803148384541,19,45.3475954920264,45.78860625622196
532,37,9,64,18,161,2,18,7.416983551111455,5,4.835220673649715,8,78.00744991892338,46.1142076939675
533,26,0,55,11,81,2,11,8.994346250211446,8,6.854405223712914,19,29.679981400965314,36.97535166794909
534,56,21,34,4,116,8,15,9.949746057767369,7,7.7900539392403765,10,33.496131424299655,21.648891274330218
535,33,25,58,9,146,1,8,4.981697224829658,8,0.20052709784008527,10,45.263651560660094,71.08246853433596
